2019-05-13T10:44:26,552 INFO  [Sample][main|SpringBootCrudApplication] 50 logStarting Starting SpringBootCrudApplication on Fact-Echannel-IQ with PID 7440 (started by ialkouz in C:\Users\Ialkouz\Desktop\Downloaded project\Spring-Boot-CRUD-Example)
2019-05-13T10:44:26,557 DEBUG [Sample][main|SpringBootCrudApplication] 53 logStarting Running with Spring Boot v2.0.5.RELEASE, Spring v5.0.9.RELEASE
2019-05-13T10:44:26,559 INFO  [Sample][main|SpringBootCrudApplication] 680 logStartupProfileInfo No active profile set, falling back to default profiles: default
2019-05-13T10:44:30,186 INFO  [Sample][main|SpringBootCrudApplication] 59 logStarted Started SpringBootCrudApplication in 4.225 seconds (JVM running for 5.272)
2019-05-13T10:44:30,192 DEBUG [Sample][main|SpringBootCrudApplication] 17 main Debugging log
2019-05-13T10:44:30,192 INFO  [Sample][main|SpringBootCrudApplication] 18 main Info log
2019-05-13T10:44:30,193 WARN  [Sample][main|SpringBootCrudApplication] 19 main Hey, This is a warning!
2019-05-13T10:44:30,193 ERROR [Sample][main|SpringBootCrudApplication] 20 main Oops! We have an Error. OK
2019-05-13T10:44:30,193 FATAL [Sample][main|SpringBootCrudApplication] 21 main Damn! Fatal error. Please fix me.
2019-05-13T10:44:45,600 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 logStarting Starting SpringBootCrudApplicationTests on Fact-Echannel-IQ with PID 11840 (started by ialkouz in C:\Users\Ialkouz\Desktop\Downloaded project\Spring-Boot-CRUD-Example)
2019-05-13T10:44:45,607 DEBUG [Sample][main|SpringBootCrudApplicationTests] 53 logStarting Running with Spring Boot v2.0.5.RELEASE, Spring v5.0.9.RELEASE
2019-05-13T10:44:45,608 INFO  [Sample][main|SpringBootCrudApplicationTests] 680 logStartupProfileInfo No active profile set, falling back to default profiles: default
2019-05-13T10:44:50,154 INFO  [Sample][main|SpringBootCrudApplicationTests] 59 logStarted Started SpringBootCrudApplicationTests in 5.182 seconds (JVM running for 6.858)
2019-05-13T10:44:50,277 INFO  [Sample][main|SpringBootCrudApplicationTests] 66 findDistinctByName ------------------------- findDistinctByName ---------------------------------
2019-05-13T10:44:50,512 INFO  [Sample][main|SpringBootCrudApplicationTests] 68 findDistinctByName Person{id=3, name='ismail alkouz', email='ialkouz@fact.com.jo'}
2019-05-13T10:44:50,512 INFO  [Sample][main|SpringBootCrudApplicationTests] 70 findDistinctByName ------------------------- findDistinctByName ---------------------------------
2019-05-13T10:44:50,519 INFO  [Sample][main|SpringBootCrudApplicationTests] 98 findAll ------------------------- findAll ---------------------------------
2019-05-13T10:44:50,540 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=3, name='ismail alkouz', email='ialkouz@fact.com.jo'}
2019-05-13T10:44:50,541 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=5, name='ismail alkouz', email='ialkouz@fact.com'}
2019-05-13T10:44:50,541 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=8, name='ismail', email='test@test.com'}
2019-05-13T10:44:50,541 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=10, name='ismail', email='tes1t@test.com'}
2019-05-13T10:44:50,541 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=11, name='ismail', email='test2@test.com'}
2019-05-13T10:44:50,542 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=12, name='ismail', email='test3@test.com'}
2019-05-13T10:44:50,542 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=13, name='ismail', email='test4@test.com'}
2019-05-13T10:44:50,543 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=14, name='ismail', email='test5@test.com'}
2019-05-13T10:44:50,543 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=15, name='ismail', email='test6@test.com'}
2019-05-13T10:44:50,544 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=16, name='ismail', email='test7@test.com'}
2019-05-13T10:44:50,544 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=17, name='ismail', email='test8@test.com'}
2019-05-13T10:44:50,544 INFO  [Sample][main|SpringBootCrudApplicationTests] 101 lambda$findAll$3 Person{id=18, name='ismail', email='test9@test.com'}
2019-05-13T10:44:50,544 INFO  [Sample][main|SpringBootCrudApplicationTests] 103 findAll ------------------------- findAll ---------------------------------
2019-05-13T10:44:50,550 INFO  [Sample][main|SpringBootCrudApplicationTests] 48 findByEmailContains ------------------------- findByEmailContains ---------------------------------
2019-05-13T10:44:50,557 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=3, name='ismail alkouz', email='ialkouz@fact.com.jo'}
2019-05-13T10:44:50,557 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=5, name='ismail alkouz', email='ialkouz@fact.com'}
2019-05-13T10:44:50,558 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=8, name='ismail', email='test@test.com'}
2019-05-13T10:44:50,558 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=10, name='ismail', email='tes1t@test.com'}
2019-05-13T10:44:50,558 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=11, name='ismail', email='test2@test.com'}
2019-05-13T10:44:50,558 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=12, name='ismail', email='test3@test.com'}
2019-05-13T10:44:50,558 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=13, name='ismail', email='test4@test.com'}
2019-05-13T10:44:50,559 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=14, name='ismail', email='test5@test.com'}
2019-05-13T10:44:50,559 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=15, name='ismail', email='test6@test.com'}
2019-05-13T10:44:50,560 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=16, name='ismail', email='test7@test.com'}
2019-05-13T10:44:50,560 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=17, name='ismail', email='test8@test.com'}
2019-05-13T10:44:50,561 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 lambda$findByEmailContains$0 Person{id=18, name='ismail', email='test9@test.com'}
2019-05-13T10:44:50,562 INFO  [Sample][main|SpringBootCrudApplicationTests] 53 findByEmailContains ------------------------- findByEmailContains ---------------------------------
2019-05-13T10:44:50,568 INFO  [Sample][main|SpringBootCrudApplicationTests] 76 findAllWithPageable ------------------------- findAllWithPageable ---------------------------------
2019-05-13T10:44:50,583 INFO  [Sample][main|SpringBootCrudApplicationTests] 80 lambda$findAllWithPageable$1 Person{id=3, name='ismail alkouz', email='ialkouz@fact.com.jo'}
2019-05-13T10:44:50,583 INFO  [Sample][main|SpringBootCrudApplicationTests] 80 lambda$findAllWithPageable$1 Person{id=5, name='ismail alkouz', email='ialkouz@fact.com'}
2019-05-13T10:44:50,584 INFO  [Sample][main|SpringBootCrudApplicationTests] 80 lambda$findAllWithPageable$1 Person{id=8, name='ismail', email='test@test.com'}
2019-05-13T10:44:50,584 INFO  [Sample][main|SpringBootCrudApplicationTests] 80 lambda$findAllWithPageable$1 Person{id=10, name='ismail', email='tes1t@test.com'}
2019-05-13T10:44:50,584 INFO  [Sample][main|SpringBootCrudApplicationTests] 80 lambda$findAllWithPageable$1 Person{id=11, name='ismail', email='test2@test.com'}
2019-05-13T10:44:50,584 INFO  [Sample][main|SpringBootCrudApplicationTests] 82 findAllWithPageable ------------------------- findAllWithPageable ---------------------------------
2019-05-13T10:44:50,587 INFO  [Sample][main|SpringBootCrudApplicationTests] 58 countAll ------------------------- countAll ---------------------------------
2019-05-13T10:44:50,592 INFO  [Sample][main|SpringBootCrudApplicationTests] 59 countAll 12
2019-05-13T10:44:50,595 INFO  [Sample][main|SpringBootCrudApplicationTests] 61 countAll ------------------------- countAll ---------------------------------
2019-05-13T10:44:50,601 INFO  [Sample][main|SpringBootCrudApplicationTests] 37 findPersonByEmailAndId ------------------------- findPersonByEmailAndId ---------------------------------
2019-05-13T10:44:50,605 INFO  [Sample][main|SpringBootCrudApplicationTests] 39 findPersonByEmailAndId Person{id=3, name='ismail alkouz', email='ialkouz@fact.com.jo'}
2019-05-13T10:44:50,606 INFO  [Sample][main|SpringBootCrudApplicationTests] 42 findPersonByEmailAndId ------------------------- findPersonByEmailAndId ---------------------------------
2019-05-13T10:44:50,613 INFO  [Sample][main|SpringBootCrudApplicationTests] 87 findAllWithPageableAndSort ------------------------- findAllWithPageableAndSort ---------------------------------
2019-05-13T10:44:50,622 INFO  [Sample][main|SpringBootCrudApplicationTests] 91 lambda$findAllWithPageableAndSort$2 Person{id=3, name='ismail alkouz', email='ialkouz@fact.com.jo'}
2019-05-13T10:44:50,622 INFO  [Sample][main|SpringBootCrudApplicationTests] 91 lambda$findAllWithPageableAndSort$2 Person{id=5, name='ismail alkouz', email='ialkouz@fact.com'}
2019-05-13T10:44:50,622 INFO  [Sample][main|SpringBootCrudApplicationTests] 91 lambda$findAllWithPageableAndSort$2 Person{id=8, name='ismail', email='test@test.com'}
2019-05-13T10:44:50,623 INFO  [Sample][main|SpringBootCrudApplicationTests] 91 lambda$findAllWithPageableAndSort$2 Person{id=10, name='ismail', email='tes1t@test.com'}
2019-05-13T10:44:50,623 INFO  [Sample][main|SpringBootCrudApplicationTests] 91 lambda$findAllWithPageableAndSort$2 Person{id=11, name='ismail', email='test2@test.com'}
2019-05-13T10:44:50,623 INFO  [Sample][main|SpringBootCrudApplicationTests] 93 findAllWithPageableAndSort ------------------------- findAllWithPageableAndSort ---------------------------------
2019-05-13T10:49:03,877 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 logStarting Starting SpringBootCrudApplicationTests on Fact-Echannel-IQ with PID 13416 (started by ialkouz in C:\Users\Ialkouz\Desktop\Downloaded project\Spring-Boot-CRUD-Example)
2019-05-13T10:49:03,884 DEBUG [Sample][main|SpringBootCrudApplicationTests] 53 logStarting Running with Spring Boot v2.0.5.RELEASE, Spring v5.0.9.RELEASE
2019-05-13T10:49:03,886 INFO  [Sample][main|SpringBootCrudApplicationTests] 680 logStartupProfileInfo No active profile set, falling back to default profiles: default
2019-05-13T10:49:08,458 INFO  [Sample][main|SpringBootCrudApplicationTests] 59 logStarted Started SpringBootCrudApplicationTests in 5.092 seconds (JVM running for 6.822)
2019-05-13T10:49:08,599 INFO  [Sample][main|SpringBootCrudApplicationTests] 37 findPersonByEmailAndId ------------------------- findPersonByEmailAndId ---------------------------------
2019-05-13T10:49:08,817 INFO  [Sample][main|SpringBootCrudApplicationTests] 39 findPersonByEmailAndId null
2019-05-13T10:55:19,307 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 logStarting Starting SpringBootCrudApplicationTests on Fact-Echannel-IQ with PID 14620 (started by ialkouz in C:\Users\Ialkouz\Desktop\Downloaded project\Spring-Boot-CRUD-Example)
2019-05-13T10:55:19,314 DEBUG [Sample][main|SpringBootCrudApplicationTests] 53 logStarting Running with Spring Boot v2.0.5.RELEASE, Spring v5.0.9.RELEASE
2019-05-13T10:55:19,315 INFO  [Sample][main|SpringBootCrudApplicationTests] 680 logStartupProfileInfo No active profile set, falling back to default profiles: default
2019-05-13T10:55:24,012 INFO  [Sample][main|SpringBootCrudApplicationTests] 59 logStarted Started SpringBootCrudApplicationTests in 5.467 seconds (JVM running for 7.244)
2019-05-13T10:55:24,136 INFO  [Sample][main|SpringBootCrudApplicationTests] 37 findPersonByEmailAndId ------------------------- findPersonByEmailAndId ---------------------------------
2019-05-13T10:55:24,390 INFO  [Sample][main|SpringBootCrudApplicationTests] 39 findPersonByEmailAndId null
2019-05-13T10:56:50,481 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 logStarting Starting SpringBootCrudApplicationTests on Fact-Echannel-IQ with PID 14456 (started by ialkouz in C:\Users\Ialkouz\Desktop\Downloaded project\Spring-Boot-CRUD-Example)
2019-05-13T10:56:50,521 DEBUG [Sample][main|SpringBootCrudApplicationTests] 53 logStarting Running with Spring Boot v2.0.5.RELEASE, Spring v5.0.9.RELEASE
2019-05-13T10:56:50,522 INFO  [Sample][main|SpringBootCrudApplicationTests] 680 logStartupProfileInfo No active profile set, falling back to default profiles: default
2019-05-13T10:56:55,204 INFO  [Sample][main|SpringBootCrudApplicationTests] 59 logStarted Started SpringBootCrudApplicationTests in 5.313 seconds (JVM running for 7.041)
2019-05-13T10:56:55,326 INFO  [Sample][main|SpringBootCrudApplicationTests] 37 findPersonByEmailAndId ------------------------- findPersonByEmailAndId ---------------------------------
2019-05-13T10:56:55,551 INFO  [Sample][main|SpringBootCrudApplicationTests] 40 findPersonByEmailAndId null
2019-05-13T11:02:37,382 INFO  [Sample][main|SpringBootCrudApplication] 50 logStarting Starting SpringBootCrudApplication on Fact-Echannel-IQ with PID 12836 (started by ialkouz in C:\Users\Ialkouz\Desktop\Downloaded project\Spring-Boot-CRUD-Example)
2019-05-13T11:02:37,387 DEBUG [Sample][main|SpringBootCrudApplication] 53 logStarting Running with Spring Boot v2.0.5.RELEASE, Spring v5.0.9.RELEASE
2019-05-13T11:02:37,388 INFO  [Sample][main|SpringBootCrudApplication] 680 logStartupProfileInfo No active profile set, falling back to default profiles: default
2019-05-13T11:02:41,007 INFO  [Sample][main|SpringBootCrudApplication] 59 logStarted Started SpringBootCrudApplication in 4.107 seconds (JVM running for 5.102)
2019-05-13T11:02:41,009 DEBUG [Sample][main|SpringBootCrudApplication] 17 main Debugging log
2019-05-13T11:02:41,010 INFO  [Sample][main|SpringBootCrudApplication] 18 main Info log
2019-05-13T11:02:41,010 WARN  [Sample][main|SpringBootCrudApplication] 19 main Hey, This is a warning!
2019-05-13T11:02:41,010 ERROR [Sample][main|SpringBootCrudApplication] 20 main Oops! We have an Error. OK
2019-05-13T11:02:41,010 FATAL [Sample][main|SpringBootCrudApplication] 21 main Damn! Fatal error. Please fix me.
2019-05-13T11:03:16,349 INFO  [Sample][main|SpringBootCrudApplicationTests] 50 logStarting Starting SpringBootCrudApplicationTests on Fact-Echannel-IQ with PID 5360 (started by ialkouz in C:\Users\Ialkouz\Desktop\Downloaded project\Spring-Boot-CRUD-Example)
2019-05-13T11:03:16,399 DEBUG [Sample][main|SpringBootCrudApplicationTests] 53 logStarting Running with Spring Boot v2.0.5.RELEASE, Spring v5.0.9.RELEASE
2019-05-13T11:03:16,400 INFO  [Sample][main|SpringBootCrudApplicationTests] 680 logStartupProfileInfo No active profile set, falling back to default profiles: default
2019-05-13T11:03:21,088 INFO  [Sample][main|SpringBootCrudApplicationTests] 59 logStarted Started SpringBootCrudApplicationTests in 5.333 seconds (JVM running for 6.92)
2019-05-13T11:03:21,214 INFO  [Sample][main|SpringBootCrudApplicationTests] 70 findDistinctByName ------------------------- findDistinctByName ---------------------------------
